留言內容,llm分數,llm判定
三年G班 將軍老師:你太傲慢了,0.0,中性
"芬達外國一堆奇怪口味,台灣只有橘子",0.0,中性
OMG從記憶復活的葡萄口味在有生之年回歸令人內牛滿面!TT,0.8,正向
好久沒喝到了~,0.4,正向
"泰國芬達口味,專門拜古曼童用",0.0,中性
買起來囤了,0.7,正向
(′・ω・‵) 買2瓶來喝了,0.2,中性
居然重現葡萄了,0.4,正向
好復古阿 推一個,0.3,正向
全家也有進囉,0.0,中性
希望思樂冰也可以有葡萄口味,0.0,中性
"橘子 喝起來味道改過 跟以前的不同了,現在味道比較假",0.0,中性
葡萄跟新橘子的味道有跟之前一樣嗎?以前還有綠的青蘋果吧? 然後有陣子出糖漿包自己混系列,0.0,中性
日本有葡萄 檸檬 還有一些奇怪的口味,0.0,中性
終究要買咖啡廣O的,-0.3,負向
今天看到本來有心動 看了價錢就放回去了 坐等買一送一,-0.5,負向
65都可以買四個咖啡O場了...,-0.4,負向
等買一送一 +1,0.0,中性
"好慘,多謝排雷",-0.6,負向
66都可以買超商現煮的咖啡了65*,-0.3,負向
謝謝排雷,-0.6,負向
唯一推薦https://i.imgur.com/OEaNf7M.jpg,-0.2,中性
牛奶是每百cc6克糖 黑糖7.4 廣是7.2 鋁箔廣竟然是9.1,0.0,中性
樓上哪款真的好喝 之前進的時候每週會固定買兩次 現在只能去日本玩的時候解解讒了qq,0.0,中性
杯子好可愛 好心動,0.6,正向
不行 杯子太多了 忍住,0.1,中性
"杯子是真的還蠻可愛的而且又實用,可以工作的地方放一個家裡放一個,或是家人在使用上也很好辨識是誰的杯子",0.6,正向
好青春的顏色,0.4,正向
"這個有到實用嗎,容量110毫升,就養樂多瓶容量多一些而已耶",-0.3,負向
完蛋...杯子會想買,0.4,正向
桃子的最可愛,0.5,正向
大概可以當作展場環保試飲杯吧,0.1,中性
每一款都好可愛有人說剛好可以裝下一瓶多多,0.6,正向
也太小杯了。以為是胖胖杯,-0.3,負向
很可愛欸 但這容量不知道要裝什麼,0.2,中性
"不想玩大地遊戲了,去年黑松就被搞過一次",-0.2,中性
這價格要怎麼當試飲杯?還要清洗,-0.2,中性
還是上次的娃娃好,-0.2,中性
OK的飯不喜歡 不知道有沒有改版就是 不過也看不到OK了,-0.5,負向
"ok被三商買走,熟時區應該可以期待一下",0.0,中性
"身為菠蘿麵包愛好者,來試一下",0.2,中性
這系列到底有幾款www,0.0,中性
可以叫扁波蘿嗎,0.0,中性
"純皮使用,是只有波羅皮?",0.0,中性
蠻可愛的其實,0.3,正向
711這次比較有創意 其他家好像沒有搞活動,0.4,正向
是只有波羅皮?,0.0,中性
菠蘿殼,0.0,中性
有興趣 喜歡吃起來脆脆的!,0.4,正向
"只有麵包菠蘿皮會想買,但這根本是餅乾不是麵包",-0.1,中性
"波羅皮配方差不多就美式軟餅乾,要脆還要鬆再調比例而已",0.0,中性
還滿想吃吃看,0.3,正向
"我家附近7-11沒看到,不然好想試",0.3,正向
純皮? 那就是油脂和糖為主加少許粉難怪55g就240大卡,0.0,中性
"根本餅乾+1 吃起來太紮實了,雖然可以理解怕碎掉...",-0.4,負向
"滷肉飯的也很好笑,吃一口傻眼",0.0,中性
覺得包裝蠻好笑的 711這波愚人節很認真,0.2,中性
這不是滷肉飯很難吃,0.0,中性
要叫扁波蘿嗎 很有趣歹勢 留錯篇,0.0,中性
"那個蝦排吃起來類似火鍋丸子的化工口感,非常不推,隔壁7-11黃金蝦排堡的蝦排比這款好吃很多",-0.8,負向
假日有買~塔塔醬味道真的有濃郁 配飯糰吃剛好,0.6,正向
價格?0.0,0.0,中性
薄薄的肉鬆36...哇嗚,-0.4,負向
肉鬆會不會一邊吃一邊掉XD,0.0,中性
就飯糰沾肉鬆而已......,-0.3,負向
這個價格還不如我家自己包一包,-0.4,負向
海苔去哪了? 剛剛也買了魚卵龍蝦風味沙拉盲盒海苔御飯糰 但吃不出是哪種海苔,0.0,中性
智商稅,-0.7,負向
適合喜歡吃肉鬆的人,0.2,中性
笑死 剛剛去7-11 發現愚人節商品也太多種,0.0,中性
被騙了 以為肉鬆很多,-0.6,負向
肉鬆超少,-0.5,負向
看起來有點滅火,-0.3,負向
黑人的最愛,0.0,中性
只可惜芬達葡萄滿滿色素香料~黑松葡萄氣泡有加原汁卡讚=,-0.5,負向
一瓶48g糖 還是少喝為妙,-0.3,負向
"這種飲料本來就不是拿來狂飲的,就是一種甜甜的感覺",0.0,中性
快樂肥宅水,0.2,中性
"可樂沒那麼齁甜,肥宅快樂水地位無法動搖",-0.3,負向
瓶子是有點可惜 跟橘子芬達沒有統一樣式 瓶蓋藍色也怪怪的橘子芬達橘色瓶蓋 葡萄用紫色瓶蓋也合理吧 藍色像百事可樂,-0.1,中性
....搞笑!?,-0.1,中性
適合加在奶茶裡面但是變貴無法理解,-0.1,中性
焦糖拿掉變貴?,-0.4,負向
黃色才是本體當然漲,0.0,中性
台灣人真是盤子,-0.5,負向
接下來應該輪到丁丁了吧?,0.0,中性
黃色成本比較高吧 黑色就糖 但漲幅也太多,-0.3,負向
這還能漲價?!,-0.4,負向
減量加價賣 雙重漲價,-0.6,負向
所以丁丁要賣$6嗎 12+12=18+6,0.0,中性
拜託不要出丁丁 寧願當盤子買布布,-0.1,中性
"竟然漲價,前一波丁布有漲這麼多嗎?",-0.2,中性
"買3顆原味倒出來把焦糖去掉,勝過2顆全黃布丁。",-0.4,負向
統一是走火入魔喔,-0.5,負向
看半天看不懂為什麼要叫咘布 那個口字旁代表什麼?,0.0,中性
"黃色黑色不都香料+凝固劑,成本是能差到哪",-0.2,中性
"剛剛買了一組看營養標示,全黃的糖標示還比焦糖高",0.0,中性
之前丁布也是18塊,0.0,中性
布丁是常規產品 產線成本已經穩定 布布和丁布就期間限定商品 成本應該會稍微高一點,0.0,中性
為什麼會變貴阿...,-0.2,中性
統一學壞了QQ布丁應該要均一價吧,-0.4,負向
貼心提醒隔壁全聯福樂黃金布丁也沒焦糖,0.0,中性
18元太過份了,-0.5,負向
"還是被搶購一空,代表大家可以接受",0.2,中性
加奶茶好喝,0.5,正向
"少了焦糖就算了,還比較貴;會買真的智商有問題",-0.8,負向
我還不如20買個大的,-0.4,負向
這是把自己腦袋營銷掉了吧?,-0.5,負向
"看到那個成分,這種東西能叫做布丁喔",-0.4,負向
今天買到了,0.0,中性
友善買過 蠻喜歡豆腐蛋白的 但我是買回來冷凍後隔天微波 不確定口感有沒有一樣,0.4,正向
我挺喜歡這款的~飲控期間有時會買,0.6,正向
"我也是滿喜歡這款的,減肥控制熱量好用",0.6,正向
不錯,0.5,正向
"豆腐味道不錯,肉的味道有點奇怪",0.1,中性
整體算好吃~~有時候中午不餓 會搭個咖啡一起買,0.6,正向
今天好奇買來吃 覺得味道意外很多層次欸!,0.6,正向
想換來套椅腳,0.2,中性
可愛欸,0.5,正向
好可愛XD(娃娃是麵包超人裡的狗狗嗎哈哈),0.5,正向
真可愛,0.5,正向
可愛!,0.5,正向
還是巷口紅茶洋行勝利,-0.3,負向
"龜記除了已經停產的紫葡蘆薈春,其他東西都很淡......",-0.4,負向
會想試試 附近沒龜記,0.2,中性
還我鐵觀音..,0.0,中性
紫葡蘆薈春超好喝QQ,0.0,中性
我覺得這個好喝耶,0.7,正向
"喝不太出來是幾分糖,不過對平常喝三分的我來說有點太甜",-0.2,中性
超商一般都是半糖以上吧,0.0,中性
紫葡蘆薈春真的很好喝,0.0,中性
真的很適合今天拿給朋友吃 XD,0.2,中性
"比起各種香菜食品,身為哇沙米狂熱粉我比較希望超商開發芥末商品XD",0.2,中性
"我覺得好吃耶,我給80",0.7,正向
芥末是黃色擠在熱狗堡上面那個,0.0,中性
樓上正解~常用在速食的黃芥末醬無誤並非wasabi綠芥末!><,0.0,中性
騙到朋友XD,0.0,中性
SOR記錯更正餅皮有wasabi味~裡面夾心也有些許綠芥末味!=,0.0,中性
39塊買到快樂也不錯啦,0.4,正向
這個的效果很夠哈哈哈,0.4,正向
好險我沒買XD,-0.2,中性
今天繼續騙朋友XD,0.0,中性
芥末跟奶油搭在一起真的超可怕......,-0.7,負向
蝦?是芥末!? 還好沒買,-0.5,負向
有騙到朋友所以推,0.2,中性
芥末味滿淡的還以為會嗆鼻,0.1,中性
超商賣的東西也不可能太誇張啦,0.0,中性
不知道跟原本的有什麼差,0.0,中性
"都改名了,柳橙香柚綠改成柳丁xxx",0.0,中性
還不錯喝 檸檬味蠻明顯的,0.6,正向
請問會很酸嗎,0.0,中性
我覺得甜度大概半糖 但因為有酸 喝起來不會到膩,0.4,正向
有點怕會很酸,0.0,中性
"我喝不出什麼檸檬味XD 就是芭樂清茶不覺得需要粗吸管,小顆珍珠也不多用倒的就可以",-0.1,中性
蠻好喝的 喝之前記得要搖勻 底下有芭樂渣,0.6,正向
喝起來有芭樂的那種渣渣感 還不錯,0.5,正向
覺得全家果茶系列還是都太甜了,-0.3,負向
太甜+1 看標示含糖量也非常高一杯有75 g糖,-0.5,負向
本來蠻有興趣的 但看到75g的糖有嚇到,-0.4,負向
"蟹味很淡,鹹奶香+1,30塊入手,還可以。",0.1,中性
吃過覺得很油 不推,-0.7,負向
有油耗味,-0.8,負向
看起來蠻好吃的 喜歡炸飯糰 下次去wg運動完買來吃一下,0.4,正向
"看起來還不錯,用烤箱回烤不知道會不會好一點",0.3,正向
"看起來不錯耶,下次試試",0.4,正向
"有油耗味+1不好吃不合期待,根本沒蟹味,就一點點奶味,裡面幾乎沒味道,而且外皮整個濕濕軟軟,氣炸後口感才比較好,但也沒可麗餅感覺*可樂餅",-0.9,負向
比較偏鹹奶香~口味還行 很少吃到可樂餅風的飯糰,0.3,正向
吃過兩顆 一顆覺得超好吃 一顆難吃 很怪,0.0,中性
洋芋圈好吃,0.4,正向
這兩款都好吃,0.7,正向
"原來不是每家都有,謝謝分享~下次看地圖來找商品 想吃洋芋圈看看",0.3,正向
請問這款是不是可以扣點+139購入?,0.0,中性
i 珍食再買比較划算,0.0,中性
甲亢子瑜?,0.0,中性
有子瑜卡很難等到i珍食 雖然翠上有看到,0.0,中性
子瑜怎麼有喉結w?,0.0,中性
對欸笑死完全沒發現 但應該是頭髮才會看起來怪怪的,0.0,中性
"我家附近的完全買不到有小卡的,想用原價買都買不到",0.0,中性
我當初買也只剩一個,0.0,中性
"當初吃這款狂喝水,真的算鹹的",-0.4,負向
149真可怕,-0.4,負向
就說等i珍食齁=,0.0,中性
"自己是覺得不好吃,或者不對我的口味。再來沒子瑜小卡應該i珍食會變多,因為也不能集點又相對貴,想試的人等就行了",-0.7,負向
沒有子瑜小卡這價錢真的不會想買,-0.4,負向
I珍食也要將近百元...,0.0,中性
大概30元是子瑜廣告代言成本,0.0,中性
"之前久面代言好像有人比價過現在看到的商品,都沒小卡",0.0,中性
價格貴應該也是因為有小卡吧?,0.0,中性
味道還不錯,0.5,正向
"口味是合我,但價錢不合我,沒小卡回購率較低",0.2,中性
我記得這款的鈉含量很兇殘XD,-0.3,負向
沒有子瑜小卡就覺得好貴不划算了,-0.4,負向
"這款好吃,但149料不多,沒小卡不會買",0.2,中性
"太貴了吧,本來想試試看,最後覺得太貴又放回去",-0.4,負向
79可以考慮,0.0,中性
沒有子瑜了 可以等i珍 食,0.0,中性
真的貴 但好吃,0.4,正向
"今天買了,這醬調味真的好吃",0.7,正向
全家的比較好吃,-0.4,負向
覺得不太抹,-0.4,負向
看到乾直接滅火,-0.5,負向
全家蠻抹的 可以試試,0.0,中性
"這個很好吃 但是量真的很少,完全吃不飽",0.5,正向
這個賣相看起來很讚,0.5,正向
這好吃~真心希望份量可加大 以前不是有份量加大的活動,0.6,正向
"吃過幾次,以60來說,可以了",0.3,正向
量太少,-0.4,負向
"想吃飽應該不會選超商,吃超商沒吃飽過",0.0,中性
可以配茶一起組合的話還不錯~這也好吃,0.5,正向
這系列都小碗,-0.2,中性
"看起來真的好像還蠻好吃的,份量如果不太夠應該很適合拿來當下午茶或消夜,自己來比較沒有罪惡感XD",0.4,正向
焗烤看起來好好吃,0.5,正向
賣像蠻好的!想試試,0.4,正向
超商的食物就是求方便跟種類多元吧~,0.0,中性
"這款口味好吃,番茄偏酸,但就是薄薄一層量太少",0.3,正向
"好吃,可是肉很臭",-0.1,中性
全家出品肉很臭www,-0.2,中性
還不錯~當小點的話可以,0.3,正向
蝦子算是好食物嗎?,0.0,中性
這蝦是起到一個裝飾的作用嗎,-0.3,負向
蝦子我還好 但裡面有喜歡的大麥仁,0.2,中性
兩入裝的葡萄也好吃,0.3,正向
這蛋烤得很美耶,0.3,正向
這好吃 小麥的那個也不錯,0.7,正向
我也喜歡這個,0.6,正向
這款跟葡萄的都好吃,0.7,正向
喜歡家庭號厚切,0.3,正向
我也都買這款吐司,0.5,正向
這烤的看起來很好吃,0.4,正向
可可生土司超好吃 早餐都配大冰美 64搞定https://i.imgur.com/wvTzEH6.jpeg,0.4,正向
醇乳香一般跟厚片都好吃,0.5,正向
太酷了吧~還有這種吃法!!,0.2,中性
200卡沒很多,0.0,中性
超肥,-0.3,負向
米漿+豆漿才是王道阿,0.3,正向
糖超高,-0.4,負向
"覺得不喜歡喝米漿的人可以試試看,應該可以接受這樣的口感,而且甜度不會太甜,熱量也不高,是個好飲品",0.7,正向
喝起來蠻順的 還不錯,0.5,正向
"感謝分享,口感比較順滑還不錯欸",0.5,正向
"有人覺得最近光泉的豆漿味道變了嗎..豆味變很少,豆漿鮮乳那款喝起來超像不喜歡的統一陽光",0.0,中性
過敏原double,0.0,中性
生乳豆漿有買來喝 再寫一篇開箱文貼上來生乳豆漿會回購,0.0,中性
看到板上頗多好評跑去買口感爛爛的 沒想像中好吃,-0.7,負向
"那層皮好薄,一點都不像 QQ麻糬皮,失望",-0.6,負向
我覺得還不錯吃,0.5,正向
"外層抹茶微苦,搭配甜甜的內餡很不錯",0.6,正向
這款友善都沒看到 感覺賣很好,0.3,正向
55元 甜點兩件六九折 !!我又忘記買了!等一下就去買!!一定要屯!,0.6,正向
我吃不出裡面那顆是生巧 還以為是奶凍,-0.3,負向
今天吃了冷凍的 像麻糬冰淇淋,0.2,中性
這款評價好像很兩極欸 但好像可以趁特價找朋友一起分,0.1,中性
這價錢!要囤一下了!感謝推薦,0.5,正向
口感爛爛+1,-0.5,負向
冷凍過後的好吃,0.6,正向
居然可以冷凍嗎??,0.0,中性
冷凍比較好吃,0.5,正向
"真的有生巧嗎?剛剛吃了裡面只有抹茶奶油口感整坨軟糊沒有版上評價這麼高,有吃過就好",-0.5,負向
好好吃欸!謝謝推薦,0.8,正向
單件$55還可以兩件打折很超值那個生巧口感綿密不同啊,0.6,正向
"是我拿回家沒有馬上吃冰太久嗎,外層那個皮不會Q吃起來跟內餡口感分開 有點失望",-0.5,負向
韓式炸雞的味道吃起來就是那個塑膠包裝炸雞,-0.3,負向
御料小館椒鹽鹽酥雞+韓風洋釀炸雞?,0.0,中性
四季豆配年糕 好寒酸QQ,-0.4,負向
肉不錯 蛋吃起來很怪,0.1,中性
沒有人會對便利商店的炸物抱有什麼過多的期待吧 對吧,-0.1,中性
只期待日本超商的炸物,0.0,中性
"微波炸雞裡算好吃了,其他家麵衣都很濕",0.5,正向
一個是韓式 一個排骨酥(蒜味),0.0,中性
日本的又不是微波的 微波炸物本來就不可能期待太高,0.0,中性
這我永遠搶不到!是附近的進貨少?,0.0,中性
樓上可以多跑幾家跑遠一點齁有點毅力好嗎?=,0.0,中性
昨天8點的友善時光有看到 但我沒拿,0.0,中性
原價119....,-0.3,負向
炸雞看起來好好吃,0.4,正向
附近只有3家走路會到!其他會死人!,0.0,中性
"炸雞的量還好,但是蛋沒什麼味道,完全不夠配飯。韓式蠻辣的,怕辣的要斟酌一下",-0.1,中性
也可能是能集點了~粉絲還在集XD,0.0,中性
又是胡椒辣?,0.0,中性
某p還是慢慢等那3家日後補貨齁別急嘿呵呵=,0.0,中性
好想吃這個,0.3,正向
有看到 看到價格又放回去,-0.4,負向
新產品/聯名款到最後都是要等i珍食的 望周知,0.0,中性
原價有點貴,-0.3,負向
有看到但是上面沒有附小卡了QQ,0.0,中性
這種價錢還不能期待,-0.3,負向
"原價買一個,除了年糕不愛,剩下ok",0.3,正向
"不錯吃,只是醬小辣",0.5,正向
"推,吃過一次同樣比較喜歡魚排款",0.2,中性
想試試,0.2,中性
確實是平替 熱量低的選擇,0.3,正向
"這價錢,肉還這麼大塊,可以試試",0.5,正向
"賣像看起來還蠻不錯的,只是份量看起來沒有很多,如果拿來當午餐應該還要再買給其他東西,謝謝推薦",0.3,正向
